date,country,marketing_channel,signups,kyc_init,kyc_complete,card_activation,first_transaction
4/5/18,IRL,paid search,100,71,51,41,37
4/5/18,ITA,organic search,100,79,54,50,34
4/5/18,FRA,paid social,94,72,58,50,38
4/6/18,BEL,partnership,100,79,59,50,37
4/6/18,FRA,friend referral,97,74,50,41,34
4/6/18,IRL,paid search,98,72,57,44,34
4/6/18,IRL,paid social,92,78,54,46,37
4/6/18,SVK,direct,91,75,54,46,34
4/6/18,GRC,paid social,90,77,53,48,32
4/6/18,ITA,other organic,93,70,58,46,33
4/6/18,EST,paid search,97,75,60,40,40
4/6/18,PRT,friend referral,96,78,52,47,37
4/6/18,IRL,app store,91,70,53,47,38
4/6/18,FRA,organic search,93,79,50,45,33
4/6/18,GRC,friend referral,98,75,53,47,40
4/6/18,SVK,affiliate,92,70,52,50,33
4/6/18,DEU,friend referral,91,76,53,50,34
4/6/18,IRL,organic search,96,74,60,49,36
4/6/18,PRT,organic search,92,73,57,47,40
4/7/18,NOR,other organic,90,74,57,46,33
4/7/18,ESP,other organic,95,71,56,46,32
4/7/18,PRT,organic search,95,79,53,46,34
4/7/18,FRA,app store,98,79,55,48,34
4/7/18,ITA,brand influencer,93,80,52,49,38
4/7/18,BEL,direct,93,79,57,40,32
4/7/18,DEU,paid search,93,72,56,43,34
4/7/18,DEU,friend referral,95,79,55,45,40
4/7/18,PRT,friend referral,92,75,55,49,30
4/7/18,BEL,other organic,90,71,60,42,32
4/8/18,BEL,display,97,72,53,41,31
4/8/18,NOR,paid social,90,77,57,41,30
4/8/18,SVK,organic search,90,76,55,41,38
4/8/18,ESP,friend referral,93,70,51,42,33
4/8/18,PRT,affiliate,92,76,51,44,31
4/8/18,ITA,affiliate,92,74,51,40,30
4/9/18,DEU,affiliate,100,71,52,50,32
4/9/18,EST,partnership,93,79,53,41,34
4/9/18,SVK,affiliate,100,75,52,44,34
4/9/18,ESP,direct,99,74,53,46,30
4/9/18,SVK,other organic,95,79,56,46,35
4/9/18,POL,other organic,91,70,56,46,37
4/9/18,NOR,app store,97,76,60,42,38
4/9/18,GRC,app store,100,75,60,48,35
4/9/18,SVK,other organic,96,77,59,50,40
4/9/18,PRT,paid social,91,77,55,42,35
4/9/18,DEU,other organic,99,72,51,47,37
4/9/18,SVK,organic search,94,74,56,44,37
4/9/18,SVK,other organic,99,80,57,50,32
4/9/18,FRA,direct,91,71,54,44,36
4/9/18,DEU,app store,98,77,59,48,31
4/9/18,ESP,direct,100,76,55,50,30
4/10/18,SVK,direct,95,71,59,50,36
4/10/18,IRL,direct,97,72,59,42,33
4/10/18,FRA,paid social,96,79,56,49,38
4/10/18,ESP,paid social,93,72,51,46,36
4/10/18,DEU,app store,100,71,56,50,35
4/10/18,BEL,friend referral,97,76,59,46,31
4/10/18,IRL,direct,98,73,59,44,33
4/10/18,DEU,paid social,99,77,50,43,35
4/10/18,ESP,affiliate,93,76,57,48,35
4/10/18,ESP,friend referral,100,79,57,48,31
4/10/18,DEU,organic search,93,76,54,50,37
4/10/18,DEU,direct,97,77,54,50,35
4/10/18,FRA,direct,100,79,60,48,38
4/10/18,FRA,paid social,95,75,51,44,32
4/11/18,POL,app store,96,78,54,50,40
4/11/18,IRL,affiliate,91,78,58,40,39
4/11/18,IRL,friend referral,97,74,51,43,33
4/11/18,BEL,paid social,98,73,58,41,30
4/11/18,EST,app store,91,72,56,43,40
4/11/18,SVK,app store,94,80,52,43,33
4/11/18,BEL,other organic,92,77,59,42,31
4/11/18,IRL,paid search,98,80,54,47,32
4/11/18,ESP,other organic,98,70,50,46,32
4/11/18,SVK,friend referral,97,74,54,41,39
4/11/18,ESP,display,95,72,50,46,38
4/11/18,IRL,direct,90,75,59,48,40
4/12/18,BEL,affiliate,96,80,59,48,34
4/12/18,DEU,app store,92,70,58,43,36
4/12/18,FRA,other organic,97,72,57,43,33
4/12/18,EST,direct,95,75,50,50,34
4/12/18,ITA,paid search,94,78,58,48,40
4/12/18,PRT,paid search,99,76,60,50,34
4/12/18,FRA,paid social,92,79,57,44,40
4/12/18,PRT,organic search,92,73,54,50,30
4/12/18,DEU,display,96,72,50,49,33
4/12/18,FRA,paid search,90,80,60,40,38
4/12/18,BEL,app store,98,77,60,41,40
4/12/18,ITA,paid search,97,75,52,44,36
4/13/18,PRT,other organic,92,72,58,50,37
4/13/18,DEU,app store,92,73,57,41,33
4/13/18,GRC,other organic,92,75,50,50,30
4/14/18,IRL,friend referral,100,76,60,46,37
4/14/18,NOR,organic search,98,76,55,48,30
4/14/18,FRA,paid social,98,77,50,50,31
4/14/18,PRT,paid social,100,71,54,47,31
4/14/18,BEL,other organic,94,70,59,47,31
4/14/18,GRC,affiliate,100,77,53,48,33
4/14/18,FRA,friend referral,90,79,59,44,37
4/14/18,BEL,friend referral,97,73,57,47,40
4/14/18,BEL,organic search,92,75,50,43,30
4/14/18,FRA,affiliate,97,75,56,49,36
4/14/18,ITA,affiliate,93,76,58,49,36
4/14/18,ESP,paid social,91,70,54,50,34
4/14/18,DEU,app store,92,76,50,48,33
4/14/18,GRC,other organic,99,75,59,44,34
4/14/18,IRL,direct,97,76,57,50,31
4/15/18,ESP,affiliate,91,76,52,48,36
4/15/18,POL,affiliate,92,70,53,47,39
4/15/18,DEU,affiliate,93,71,52,40,36
4/15/18,EST,friend referral,100,71,59,50,36
4/15/18,ESP,other organic,95,71,59,44,37
4/15/18,PRT,direct,95,74,56,49,33
4/15/18,BEL,paid social,94,77,50,40,35
4/15/18,SVK,direct,97,74,59,46,32
4/16/18,FRA,app store,94,75,57,43,34
4/16/18,NOR,app store,98,73,52,45,39
4/16/18,ITA,friend referral,92,79,51,42,37
4/16/18,IRL,paid search,92,74,57,41,40
4/16/18,EST,direct,95,74,58,50,37
4/16/18,ITA,affiliate,93,74,52,49,35
4/16/18,PRT,paid social,91,71,60,46,33
4/16/18,EST,affiliate,91,73,58,50,33
4/16/18,EST,display,98,73,56,41,31
4/16/18,EST,other organic,95,77,57,44,30
4/16/18,ESP,paid search,90,72,55,41,40
4/16/18,SVK,organic search,91,76,59,50,38
4/16/18,ITA,direct,95,79,53,40,40
4/17/18,ITA,paid search,100,80,60,47,32
4/17/18,IRL,paid search,98,78,51,41,38
4/17/18,PRT,organic search,96,74,59,43,40
4/17/18,BEL,other organic,97,73,59,47,32
4/17/18,IRL,affiliate,99,76,58,47,40
4/17/18,BEL,paid search,96,77,53,42,36
4/17/18,BEL,direct,96,72,52,44,39
4/17/18,ESP,other organic,91,78,57,41,36
4/17/18,FRA,friend referral,97,75,53,47,34
4/17/18,PRT,paid search,99,70,53,45,30
4/17/18,FRA,other organic,100,79,54,50,33
4/17/18,BEL,organic search,94,79,59,49,36
4/18/18,GRC,direct,100,70,57,42,39
4/18/18,GRC,app store,98,71,51,50,33
4/18/18,DEU,partnership,94,75,52,50,39
4/18/18,SVK,other organic,97,79,58,50,32
4/18/18,IRL,direct,91,75,50,42,34
4/18/18,PRT,direct,94,73,58,47,38
4/18/18,ITA,paid search,98,75,57,43,40
4/18/18,PRT,other organic,98,70,58,48,39
4/19/18,IRL,friend referral,100,71,56,41,32
4/19/18,GRC,direct,98,74,59,40,37
4/19/18,GRC,app store,97,77,52,49,34
4/19/18,EST,affiliate,94,77,52,49,32
4/19/18,ESP,brand influencer,92,70,57,41,39
4/19/18,SVK,direct,96,72,51,43,40
4/19/18,DEU,app store,92,71,50,42,32
4/19/18,FRA,organic search,94,75,55,43,37
4/19/18,GRC,app store,93,73,51,47,39
4/19/18,FRA,direct,95,78,55,47,40
4/19/18,BEL,paid social,93,80,60,49,35
4/19/18,BEL,app store,96,80,53,40,37
4/19/18,FRA,paid social,97,70,50,41,40
4/20/18,ITA,friend referral,100,80,52,50,31
4/20/18,FRA,organic search,98,79,55,42,30
4/20/18,FRA,paid search,96,80,54,40,39
4/20/18,ESP,paid social,94,71,58,44,33
4/20/18,DEU,paid social,94,79,53,43,32
4/20/18,EST,paid social,95,78,54,48,38
4/20/18,IRL,organic search,100,71,57,45,40
4/20/18,ITA,display,98,74,60,46,30
4/20/18,DEU,paid social,90,78,53,50,30
4/20/18,ESP,organic search,98,76,55,48,37
4/20/18,BEL,display,93,80,56,41,31
4/20/18,BEL,paid search,95,72,57,44,30
4/20/18,DEU,direct,98,78,58,43,34
4/20/18,FRA,paid social,92,79,54,49,40
4/20/18,GRC,other organic,94,70,59,48,38
4/20/18,IRL,paid search,90,76,51,47,30
4/20/18,DEU,paid social,95,77,54,49,35
4/20/18,GRC,other organic,99,79,58,41,31
4/20/18,ITA,organic search,94,76,59,41,36
4/20/18,PRT,other organic,97,77,56,47,30
4/21/18,PRT,app store,99,73,51,49,36
4/21/18,DEU,paid social,91,70,55,42,30
4/21/18,DEU,friend referral,99,73,55,44,31
4/21/18,ESP,brand influencer,93,76,57,49,38
4/21/18,PRT,other organic,98,78,59,41,32
4/21/18,GRC,paid social,98,75,55,50,40
4/21/18,EST,app store,99,75,50,45,34
4/21/18,IRL,direct,97,73,58,45,39
4/21/18,EST,paid search,96,80,60,44,35
4/21/18,BEL,friend referral,97,70,53,49,34
4/21/18,FRA,display,97,78,59,44,39
4/21/18,ESP,organic search,98,70,60,45,32
4/21/18,ITA,affiliate,98,70,54,40,39
4/21/18,SVK,affiliate,97,74,52,50,37
4/21/18,IRL,organic search,96,76,51,40,40
4/21/18,GRC,organic search,96,76,53,43,39
4/22/18,NOR,display,97,77,57,46,37
4/22/18,PRT,paid social,92,71,60,47,34
4/22/18,PRT,affiliate,94,76,57,44,32
4/22/18,IRL,display,96,75,55,42,35
4/22/18,IRL,friend referral,99,70,57,46,40
4/22/18,EST,direct,100,78,52,46,39
4/22/18,FRA,direct,92,72,60,42,39
4/22/18,FRA,paid social,97,73,51,49,37
4/22/18,SVK,app store,98,72,50,48,30
4/22/18,FRA,friend referral,96,73,58,49,30
4/22/18,FRA,friend referral,90,72,53,48,32
4/22/18,PRT,paid search,98,72,53,43,35
4/22/18,SVK,other organic,97,72,60,49,40
4/22/18,GRC,paid search,94,70,55,40,33
4/22/18,GRC,direct,92,70,54,50,38
4/23/18,BEL,paid search,99,70,55,44,40
4/23/18,POL,direct,91,79,52,50,38
4/23/18,IRL,app store,96,72,56,49,32
4/23/18,GRC,app store,99,80,59,42,40
4/23/18,GRC,organic search,93,71,59,43,34
4/23/18,EST,paid search,93,74,55,40,36
4/23/18,EST,paid search,100,70,54,46,39
4/23/18,ESP,app store,93,73,53,47,31
4/23/18,FRA,paid social,92,74,50,44,33
4/23/18,EST,direct,98,76,56,43,30
4/23/18,ESP,display,96,70,58,40,37
4/23/18,SVK,other organic,93,75,55,50,31
4/24/18,BEL,display,96,75,60,45,34
4/24/18,SVK,friend referral,92,80,60,42,40
4/24/18,FRA,paid search,100,76,51,43,40
4/24/18,POL,organic search,97,80,55,43,40
4/24/18,DEU,friend referral,92,78,57,41,31
4/24/18,BEL,organic search,95,77,56,42,35
4/24/18,FRA,friend referral,99,77,60,41,37
4/24/18,GRC,friend referral,95,73,55,45,34
4/24/18,FRA,friend referral,93,72,56,43,34
4/24/18,FRA,friend referral,97,76,57,45,37
4/24/18,EST,friend referral,95,74,57,50,35
4/24/18,FRA,affiliate,95,70,51,41,31
4/24/18,GRC,app store,91,74,57,41,33
4/25/18,SVK,other organic,90,80,60,46,32
4/25/18,GRC,display,93,70,55,42,30
4/25/18,PRT,app store,90,71,53,43,35
4/25/18,GRC,organic search,92,72,54,42,30
4/25/18,FRA,organic search,99,78,56,45,38
4/25/18,SVK,affiliate,95,72,53,40,40
4/25/18,PRT,friend referral,95,79,60,47,31
4/25/18,IRL,paid search,93,72,55,43,40
4/25/18,GRC,paid search,95,79,51,49,30
4/25/18,DEU,direct,95,70,52,42,39
4/25/18,BEL,organic search,90,79,56,49,35
4/25/18,ESP,app store,97,79,56,46,33
4/25/18,ESP,paid search,90,77,51,50,39
4/25/18,SVK,paid social,90,79,58,40,30
4/25/18,PRT,app store,94,74,60,49,37
4/25/18,SVK,other organic,95,75,60,41,31
4/25/18,EST,friend referral,91,80,55,41,35
4/25/18,BEL,direct,91,79,60,48,39
4/25/18,PRT,paid social,99,80,57,40,37
4/25/18,DEU,other organic,99,74,52,46,37
4/25/18,FRA,affiliate,93,72,53,43,39
4/25/18,PRT,organic search,92,78,52,43,32
4/25/18,SVK,paid search,93,72,57,44,39
4/25/18,GRC,paid social,94,72,50,44,36
4/25/18,PRT,friend referral,95,77,54,50,36
4/25/18,ITA,paid search,100,72,60,43,35
4/25/18,FRA,affiliate,90,73,50,50,40
4/26/18,POL,organic search,96,77,60,41,38
4/26/18,IRL,display,98,73,57,48,40
4/26/18,GRC,app store,97,76,55,41,37
4/26/18,FRA,friend referral,96,79,53,45,37
4/26/18,DEU,display,97,74,53,46,31
4/26/18,PRT,other organic,90,76,56,44,39
4/26/18,FRA,direct,94,73,54,44,30
4/26/18,ESP,organic search,100,71,53,47,33
4/26/18,ITA,affiliate,93,72,58,46,32
4/26/18,SVK,other organic,100,72,58,45,31
4/26/18,EST,app store,97,72,59,42,36
4/26/18,SVK,app store,93,70,51,40,36
4/26/18,DEU,app store,96,78,58,50,30
4/26/18,IRL,other organic,95,75,53,47,34
4/26/18,FRA,friend referral,90,76,52,50,32
4/27/18,ESP,affiliate,99,71,59,47,38
4/27/18,ITA,friend referral,93,77,50,44,34
4/27/18,DEU,paid search,92,72,58,41,36
4/27/18,FRA,direct,98,79,53,40,37
4/27/18,DEU,display,96,75,59,45,30
4/27/18,GRC,direct,98,70,54,47,30
4/27/18,FRA,app store,92,76,57,43,38
4/27/18,FRA,organic search,96,78,57,48,31
4/27/18,ITA,paid search,99,76,57,44,38
4/27/18,ITA,app store,93,72,52,47,30
4/27/18,SVK,paid search,93,73,53,49,36
4/27/18,ESP,organic search,98,78,56,46,36
4/27/18,DEU,display,90,76,50,44,40
4/27/18,DEU,paid search,99,71,59,48,36
4/27/18,PRT,friend referral,99,77,59,48,39
4/28/18,EST,other organic,100,78,57,45,39
4/28/18,ITA,brand influencer,97,73,59,40,32
4/28/18,ESP,affiliate,98,72,53,46,34
4/28/18,IRL,affiliate,97,72,52,41,36
4/28/18,DEU,other organic,95,78,58,44,33
4/28/18,EST,other organic,92,77,55,48,36
4/28/18,FRA,app store,96,73,55,45,38
4/28/18,PRT,paid search,99,70,53,47,32
4/28/18,IRL,friend referral,98,78,53,43,40
4/28/18,FRA,display,93,72,50,40,33
4/28/18,EST,paid social,92,74,54,49,36
4/28/18,GRC,affiliate,93,77,52,45,35
4/29/18,EST,app store,90,72,53,40,39
4/29/18,IRL,display,99,79,60,45,35
4/29/18,BEL,direct,93,76,51,49,38
4/29/18,GRC,paid social,91,70,60,43,39
4/29/18,SVK,other organic,92,74,58,48,31
4/29/18,IRL,organic search,95,72,59,50,40
4/29/18,BEL,direct,92,79,54,45,38
4/29/18,EST,affiliate,93,74,58,46,37
4/29/18,SVK,organic search,99,74,60,48,32
4/29/18,SVK,friend referral,95,73,57,43,39
4/30/18,ESP,paid search,93,77,54,46,33
4/30/18,EST,affiliate,93,79,55,43,37
4/30/18,IRL,partnership,91,75,60,41,33
4/30/18,ESP,affiliate,93,73,54,50,37
4/30/18,ITA,brand influencer,90,71,55,40,31
4/30/18,EST,app store,93,80,50,46,30
4/30/18,BEL,affiliate,100,71,50,50,39
4/30/18,DEU,paid social,95,78,52,50,38
4/30/18,ITA,organic search,91,75,60,47,31
4/30/18,PRT,paid social,93,79,58,50,38
4/30/18,ITA,app store,93,76,53,45,40
4/30/18,SVK,friend referral,98,80,54,44,40
4/30/18,GRC,app store,92,77,55,42,36
4/30/18,EST,direct,92,72,56,45,36
4/30/18,ITA,paid search,95,71,57,48,38
4/30/18,FRA,other organic,92,75,56,40,35
5/1/18,PRT,affiliate,90,71,54,41,40
5/1/18,ITA,brand influencer,98,74,53,46,32
5/1/18,SVK,paid social,98,70,53,40,32
5/1/18,PRT,friend referral,99,73,53,49,36
5/1/18,BEL,friend referral,97,74,58,44,31
5/2/18,PRT,paid social,92,73,59,41,38
5/2/18,FRA,app store,92,71,55,49,40
5/2/18,IRL,organic search,97,79,53,49,32
5/2/18,SVK,app store,95,71,59,48,37
5/2/18,PRT,paid search,94,72,53,48,39
5/2/18,ESP,organic search,93,78,59,40,32
5/2/18,GRC,paid social,98,79,56,50,33
5/2/18,ITA,brand influencer,92,79,51,45,35
5/2/18,ITA,app store,95,80,50,50,40
5/2/18,ITA,affiliate,92,72,59,40,31
5/2/18,FRA,organic search,97,78,54,47,34
5/2/18,ITA,friend referral,90,72,57,43,39
5/2/18,SVK,other organic,97,80,52,40,32
5/2/18,GRC,app store,96,76,55,46,31
5/2/18,DEU,direct,97,74,58,49,31
5/2/18,GRC,paid search,98,75,50,43,37
5/2/18,PRT,paid social,94,80,56,43,31
5/2/18,FRA,affiliate,96,73,52,42,33
5/3/18,ITA,app store,99,80,59,49,35
5/3/18,DEU,organic search,96,78,52,49,37
5/3/18,ESP,organic search,94,80,53,44,37
5/3/18,ESP,display,90,75,57,43,37
5/3/18,BEL,organic search,97,71,58,45,39
5/3/18,BEL,paid social,99,71,59,50,39
5/3/18,BEL,display,92,73,50,47,32
5/3/18,ITA,app store,97,70,50,48,35
5/3/18,FRA,affiliate,99,73,57,50,39
5/4/18,ITA,affiliate,91,79,55,43,36
5/4/18,PRT,affiliate,91,76,53,47,38
5/4/18,POL,direct,93,78,51,44,40
5/4/18,PRT,paid search,97,70,50,50,39
5/4/18,EST,app store,98,70,60,46,40
5/4/18,BEL,direct,100,72,52,45,35
5/4/18,DEU,friend referral,96,72,59,40,39
5/4/18,GRC,other organic,96,73,52,50,31
5/4/18,BEL,display,94,73,50,44,31
5/4/18,BEL,paid social,93,76,57,47,36
5/4/18,GRC,paid search,94,80,56,42,34
5/4/18,FRA,direct,90,71,59,41,40
5/4/18,PRT,friend referral,96,80,57,50,32
5/4/18,FRA,other organic,95,75,51,40,34
5/5/18,GRC,organic search,94,80,56,48,37
5/5/18,SVK,app store,100,77,56,41,37
5/5/18,SVK,friend referral,93,77,58,50,32
5/5/18,BEL,direct,90,71,50,49,35
5/5/18,DEU,paid social,94,79,50,46,39
5/5/18,ITA,display,99,74,55,45,40
5/5/18,PRT,friend referral,92,77,56,48,37
5/5/18,ITA,paid search,95,71,54,41,38
5/5/18,ESP,other organic,92,77,50,41,34
5/5/18,GRC,paid search,99,75,50,50,32
5/5/18,BEL,other organic,90,78,56,50,40
5/5/18,SVK,app store,92,77,60,47,40
5/6/18,GRC,app store,96,79,57,46,39
5/6/18,POL,direct,91,78,56,42,36
5/6/18,GRC,friend referral,96,80,52,44,35
5/6/18,FRA,partnership,91,80,57,47,39
5/6/18,EST,affiliate,91,75,60,42,34
5/6/18,IRL,paid search,94,78,56,43,32
5/6/18,BEL,app store,92,78,56,41,34
5/6/18,SVK,other organic,98,80,57,43,34
5/6/18,ESP,organic search,93,77,51,40,30
5/6/18,FRA,other organic,98,77,52,48,39
5/7/18,GRC,display,97,72,56,48,36
5/7/18,IRL,paid social,91,72,57,44,40
5/7/18,DEU,display,95,77,53,42,38
5/7/18,SVK,other organic,92,75,55,48,33
5/7/18,FRA,direct,94,77,57,41,38
5/7/18,ITA,organic search,96,79,59,44,32
5/7/18,DEU,paid search,97,74,58,40,37
5/7/18,ESP,paid social,92,80,54,42,37
5/7/18,FRA,organic search,96,80,56,45,39
5/7/18,SVK,organic search,96,80,57,46,35
5/7/18,IRL,paid search,98,80,52,40,32
5/7/18,FRA,app store,95,70,56,48,33
5/7/18,ITA,organic search,95,74,55,45,30
5/8/18,POL,friend referral,94,76,55,48,33
5/8/18,ITA,display,95,70,50,44,33
5/8/18,ESP,friend referral,93,74,59,45,38
5/8/18,BEL,direct,93,77,60,41,33
5/8/18,DEU,display,91,71,52,44,39
5/8/18,ITA,other organic,98,73,58,44,37
5/8/18,ESP,brand influencer,90,75,53,47,31
5/8/18,ESP,friend referral,92,71,58,48,40
5/8/18,DEU,app store,99,75,56,43,39
5/8/18,BEL,other organic,96,74,60,49,31
5/8/18,EST,direct,94,74,53,50,33
5/8/18,IRL,other organic,97,70,56,41,34
5/8/18,ESP,friend referral,100,71,58,43,36
5/9/18,POL,other organic,96,72,59,45,38
5/9/18,BEL,display,96,72,52,44,33
5/9/18,PRT,direct,100,72,56,44,31
5/9/18,FRA,paid social,90,72,60,49,38
5/9/18,ITA,paid social,97,78,53,46,40
5/9/18,ITA,direct,93,79,58,50,36
5/9/18,DEU,direct,90,72,58,46,33
5/9/18,SVK,friend referral,96,73,50,49,35
5/9/18,DEU,direct,98,77,51,49,36
5/10/18,FRA,organic search,95,75,54,45,40
5/10/18,DEU,affiliate,99,72,52,46,35
5/10/18,GRC,app store,100,72,56,45,31
5/10/18,DEU,affiliate,90,71,55,45,37
5/10/18,PRT,other organic,98,74,58,40,39
5/10/18,PRT,brand influencer,94,79,51,50,34
5/10/18,SVK,other organic,95,78,60,40,30
5/10/18,ITA,paid social,95,76,50,50,37
5/10/18,ITA,other organic,94,74,54,41,30
5/10/18,PRT,direct,94,71,59,43,40
5/10/18,GRC,affiliate,96,78,56,41,37
5/10/18,PRT,app store,100,79,54,48,33
5/10/18,DEU,friend referral,100,70,53,47,31
5/10/18,FRA,affiliate,92,75,55,49,38
5/10/18,ESP,other organic,93,71,57,49,32
5/10/18,ESP,organic search,100,75,57,42,39
5/10/18,PRT,organic search,95,78,51,43,33
5/11/18,IRL,friend referral,93,78,56,47,36
5/11/18,FRA,organic search,98,78,57,50,40
5/11/18,ESP,other organic,100,78,51,48,32
5/11/18,IRL,other organic,100,72,59,49,32
5/11/18,BEL,paid social,91,70,54,44,33
5/11/18,PRT,affiliate,92,78,57,47,40
5/11/18,BEL,friend referral,96,73,60,46,40
5/11/18,PRT,organic search,91,73,50,44,30
5/12/18,BEL,friend referral,91,71,58,44,31
5/12/18,POL,paid search,96,78,52,44,37
5/12/18,EST,organic search,92,72,54,43,37
5/12/18,BEL,friend referral,92,80,55,41,39
5/12/18,DEU,affiliate,97,80,55,48,37
5/12/18,SVK,paid search,91,78,54,48,34
5/12/18,PRT,affiliate,98,71,54,43,38
5/12/18,ITA,organic search,99,70,51,40,35
5/12/18,FRA,other organic,95,79,51,50,39
5/12/18,GRC,organic search,91,73,52,41,32
5/12/18,IRL,friend referral,98,80,51,47,40
5/12/18,ITA,direct,97,73,54,41,30
5/12/18,IRL,paid search,94,74,54,47,39
5/13/18,EST,other organic,100,76,55,43,31
5/13/18,ESP,direct,92,79,55,49,36
5/13/18,SVK,other organic,91,77,50,47,35
5/13/18,PRT,affiliate,95,78,54,41,36
5/13/18,FRA,app store,93,74,58,41,35
5/13/18,EST,paid social,93,78,58,41,31
5/13/18,PRT,friend referral,90,76,59,49,34
5/13/18,ITA,organic search,100,79,53,43,30
5/14/18,ITA,paid search,91,74,50,40,37
5/14/18,FRA,friend referral,95,72,52,50,35
5/14/18,ITA,other organic,96,71,50,46,35
5/14/18,DEU,app store,93,74,53,50,40
5/14/18,BEL,paid social,98,72,57,48,40
5/14/18,IRL,direct,92,76,53,48,31
5/14/18,IRL,other organic,98,71,50,50,34
5/14/18,IRL,app store,98,73,56,49,34
5/14/18,IRL,paid search,93,73,52,40,35
5/14/18,EST,other organic,94,79,51,42,32
5/14/18,FRA,direct,98,74,50,50,37
5/15/18,IRL,other organic,99,79,57,44,33
5/15/18,ESP,partnership,97,71,51,50,36
5/15/18,ITA,paid search,92,77,60,42,33
5/15/18,IRL,organic search,92,76,51,46,30
5/15/18,IRL,affiliate,96,78,58,42,31
5/15/18,BEL,display,100,73,56,49,38
5/15/18,ESP,paid social,92,73,55,49,30
5/15/18,DEU,paid social,96,71,54,44,37
5/15/18,FRA,paid search,98,79,50,40,40
5/15/18,IRL,other organic,96,74,56,45,30
5/15/18,PRT,organic search,95,70,54,50,33
5/15/18,ESP,app store,97,72,56,44,38
5/15/18,DEU,other organic,100,80,55,42,38
5/16/18,ESP,paid search,97,70,54,49,31
5/16/18,PRT,app store,100,77,54,46,39
5/16/18,ITA,friend referral,95,75,50,43,30
5/16/18,GRC,direct,90,79,59,47,40
5/16/18,GRC,paid search,94,75,59,49,30
5/16/18,SVK,friend referral,96,74,50,42,31
5/16/18,IRL,friend referral,90,76,55,46,37
5/16/18,GRC,friend referral,100,76,58,41,36
5/16/18,ITA,paid search,92,70,58,41,40
5/16/18,GRC,app store,93,78,57,49,35
5/16/18,PRT,direct,97,76,59,41,36
5/16/18,GRC,organic search,99,72,60,46,37
5/16/18,FRA,organic search,92,71,52,49,39
5/17/18,EST,friend referral,91,76,53,47,40
5/17/18,DEU,paid search,93,77,57,43,30
5/17/18,PRT,direct,91,77,52,42,36
5/17/18,ESP,brand influencer,91,80,51,42,38
5/17/18,BEL,direct,98,73,50,45,33
5/17/18,GRC,friend referral,97,74,54,41,37
5/17/18,BEL,other organic,92,78,59,42,36
5/17/18,EST,affiliate,92,70,54,46,37
5/17/18,BEL,organic search,92,78,58,42,35
5/17/18,GRC,friend referral,99,70,55,43,35
5/17/18,DEU,direct,98,73,59,44,39
5/17/18,ESP,other organic,92,71,54,44,32
5/17/18,DEU,organic search,94,71,51,40,30
5/17/18,EST,paid search,100,73,59,50,38
5/18/18,EST,other organic,91,71,59,49,37
5/18/18,SVK,paid social,90,76,52,43,39
5/18/18,BEL,app store,92,78,52,50,40
5/18/18,IRL,paid search,96,70,50,48,39
5/18/18,GRC,direct,100,70,52,50,34
5/18/18,SVK,friend referral,93,70,53,47,38
5/18/18,SVK,other organic,92,75,54,50,38
5/18/18,IRL,friend referral,91,74,55,49,37
5/18/18,ESP,direct,93,73,54,42,34
5/18/18,DEU,app store,100,70,52,47,36
5/18/18,ESP,affiliate,90,79,60,46,31
5/18/18,IRL,friend referral,94,71,57,46,38
5/19/18,IRL,organic search,90,71,54,47,34
5/19/18,GRC,friend referral,95,76,55,45,32
5/19/18,SVK,paid search,99,74,52,40,36
5/19/18,PRT,friend referral,90,76,51,44,40
5/19/18,FRA,app store,99,78,57,49,38
5/19/18,SVK,app store,95,76,60,41,36
5/19/18,BEL,organic search,90,75,53,48,33
5/19/18,FRA,paid social,90,71,59,44,37
5/19/18,IRL,direct,98,74,58,40,38
5/19/18,ITA,friend referral,91,71,59,49,32
5/19/18,GRC,display,98,76,52,45,37
5/19/18,ITA,other organic,98,76,58,45,30
5/19/18,DEU,paid search,97,77,56,45,35
5/19/18,PRT,affiliate,99,76,57,45,40
5/19/18,SVK,paid social,98,78,54,42,40
5/19/18,ITA,friend referral,95,77,57,44,30
5/19/18,PRT,paid search,90,75,54,46,39
5/20/18,NOR,app store,93,73,52,45,39
5/20/18,POL,affiliate,90,80,59,49,37
5/20/18,PRT,app store,92,76,53,44,30
5/20/18,SVK,friend referral,94,79,58,49,35
5/20/18,BEL,app store,94,70,56,47,31
5/20/18,DEU,app store,99,78,54,41,32
5/20/18,DEU,paid search,91,71,60,40,34
5/20/18,FRA,other organic,93,70,52,40,37
5/20/18,GRC,organic search,97,80,59,41,36
5/20/18,DEU,paid social,98,80,52,41,34
5/20/18,DEU,paid social,93,71,53,44,39
5/20/18,SVK,affiliate,98,74,50,45,35
5/20/18,BEL,friend referral,97,71,52,44,37
5/20/18,PRT,affiliate,97,74,56,49,35
5/21/18,IRL,paid search,92,70,56,43,35
5/21/18,BEL,app store,90,79,53,40,37
5/21/18,DEU,direct,98,70,60,44,36
5/21/18,PRT,organic search,96,74,58,49,38
5/21/18,ITA,paid search,94,71,52,43,36
5/21/18,ITA,affiliate,92,72,56,47,34
5/21/18,ITA,brand influencer,91,77,50,45,33
5/21/18,ITA,other organic,95,77,51,47,30
5/21/18,IRL,paid search,99,71,50,50,30
5/21/18,PRT,app store,94,78,52,42,34
