userid,country,day_exposed_to_ad,treatment,signed_up_metal,signed_up_standard
1bb1b163-1ea4-4ddb-ba6d-ae05897a0a49,Italy,2017-03-30,Metal,0,0
e48844c5-fc9a-4672-b172-769e73e1bed7,Italy,2017-03-30,Metal,0,0
dee2bff2-a32c-4e64-b861-c810d674c668,Italy,2017-03-28,Standard,0,1
4e75354d-9b5f-4e8b-b1bf-56856c44333b,Italy,2017-03-15,Metal,0,0
db94df04-6c84-4a74-b11a-7b36a354f80b,Spain,2017-03-18,Metal,1,0
67dfe504-936f-4a93-b81f-7cc8ef3e4661,Spain,2017-03-26,Standard,0,1
455e537f-ed2e-4e5d-93f9-d40b580a8516,Spain,2017-03-29,Metal,0,0
9d22d534-195f-4980-bf70-ee7957b3931f,Spain,2017-03-26,Metal,0,0
3908c944-3bf4-473e-99e0-1d884e6ca69c,Italy,2017-03-27,Standard,0,0
4277c4cd-9e07-429b-8cf6-b1804f9eb560,Italy,2017-03-04,Metal,0,0
79e70248-2452-4ea9-9f1b-04e2c5b53820,Spain,2017-03-29,Metal,0,0
5d8e008a-fc8e-41fb-a8ce-7536b6989183,Italy,2017-03-01,Metal,0,0
88949350-5bc2-4b3d-b784-55cde2428100,Spain,2017-03-28,Metal,0,0
1b32636d-6415-4250-b2e4-c05e8bf1a24c,Spain,2017-03-02,Standard,0,0
20b67974-bc8d-47cc-b241-f9e57bae97e3,Italy,2017-03-25,Metal,0,0
0368c022-9c11-4c2d-b015-5bb6a16193b7,Italy,2017-03-02,Standard,0,0
dcb49ef4-ba0c-4fb6-bfd3-681d7c8665ca,Spain,2017-03-02,Metal,0,0
9f61289e-9b16-4770-8c82-86ecb506d99a,Italy,2017-03-05,Metal,0,0
59f0251b-3450-4b53-a58a-9b8131cbcb1a,Spain,2017-03-10,Metal,0,0
433de5f4-45ce-4082-8947-cb66df71bc1a,Spain,2017-03-18,Metal,0,0
fe2c1a1a-32a1-47d5-b838-ccf9a11ac6c4,Spain,2017-03-01,Metal,0,0
82f9ce44-06d5-4562-b3ae-f95c5aed4698,Italy,2017-03-28,Metal,0,0
9a2c2a49-bc49-4e57-87d5-c67e38f49c50,Italy,2017-03-01,Standard,0,0
8311b73a-1484-40df-93a7-889f50ea5f44,Spain,2017-03-12,Metal,0,0
047b66b5-f009-48f4-90d1-a64bf5f44fd7,Spain,2017-03-01,Metal,0,0
f118f179-e594-4094-be03-6398ff078f02,Spain,2017-03-04,Metal,0,0
8c351f06-ce37-417f-a7d5-ccaaf5552d42,Spain,2017-03-10,Standard,0,0
cf9be488-7ac1-4a0f-b65b-044a92b08571,Spain,2017-03-18,Metal,0,0
8fdae252-060c-4d74-8a62-1c1e91d35935,Italy,2017-03-26,Metal,0,1
cb5d6ddf-e0e1-416f-b803-6077fc1655cc,Italy,2017-03-27,Metal,0,0
f07f7647-8c77-4773-8b2d-98d3551b4388,Italy,2017-03-21,Standard,0,0
14240e6f-3105-4f7a-86dd-cbb267013138,Spain,2017-03-15,Metal,0,1
078024bc-3fa6-4ab3-ac42-55c59a2c39fe,Spain,2017-03-17,Metal,0,0
9f9852fc-d2db-488d-a667-c94653e68e08,Spain,2017-03-17,Standard,0,0
f832798d-cc0e-4bfa-a0cc-0b23c65734d0,Spain,2017-03-15,Standard,0,0
ea808cdd-6126-4e5c-933d-92306da522e2,Italy,2017-03-11,Standard,0,0
d32f4dd8-4065-4439-a60b-80f4f26dfaad,Spain,2017-03-30,Standard,0,0
9099f623-2013-41d2-aab2-dcd3fffbaf9b,Spain,2017-03-15,Metal,0,0
0007a080-a326-488a-b1e5-99aa21a6b0db,Italy,2017-03-06,Metal,0,0
f4689411-2220-40cf-9633-2ca5711ca787,Italy,2017-03-20,Metal,0,0
fb3abb12-199e-4339-8bda-7594af9b596a,Spain,2017-03-10,Metal,1,0
fe70b0d4-3300-45e1-ab1b-e90dbf555d68,Spain,2017-03-27,Standard,0,0
88492b9d-d480-4c0b-8bb7-4aab3ab3f3f2,Italy,2017-03-02,Standard,0,1
67c20801-9d53-491b-9eef-08c5bdf1d692,Spain,2017-03-30,Standard,0,0
76252d2d-3dbd-4dfe-bf0e-2aee434708d1,Spain,2017-03-16,Metal,0,0
beb83508-57bf-4f0f-a02c-480cdd0a7622,Spain,2017-03-16,Standard,0,0
d702788b-d0c7-466c-938e-0b83cd56339f,Italy,2017-03-31,Standard,0,0
cd1dfe9d-02e8-4e1d-8417-07de2690f97d,Italy,2017-03-19,Metal,0,0
857da16b-facf-42a7-a7a8-b3b9c37e01f8,Italy,2017-03-03,Metal,0,1
f811e4b0-f117-43a3-8455-050135abcc1c,Italy,2017-03-08,Metal,0,0
7118afc7-6050-4e2f-af5f-b9c066391570,Spain,2017-03-04,Metal,0,0
67ea7af4-80c8-4cd9-8609-89e19d72f188,Italy,2017-03-04,Metal,0,0
8f3efc50-0247-4283-bcb5-39e11da5a304,Spain,2017-03-08,Standard,1,0
4c18028c-5825-4667-aa92-676d786a4771,Italy,2017-03-25,Standard,0,0
8ceb2932-bc3e-4111-9c59-fb0835b0f534,Spain,2017-03-13,Metal,0,0
24c5f71d-ab82-40f0-a538-be0fb57d0458,Italy,2017-03-04,Standard,0,0
c75b9012-5156-487a-944c-53ed317d48d9,Spain,2017-03-15,Metal,0,0
7a78540e-cf3f-4a8f-9256-2e0a016eebe8,Italy,2017-03-10,Metal,0,0
9e3af4f8-4344-407e-aa40-08a419a48d58,Italy,2017-03-28,Standard,0,0
28b4dbd0-dcf8-4b7c-9087-b98f0c9d029e,Italy,2017-03-07,Metal,0,0
5f80897d-7a45-48ab-a45a-e83ffe9527c1,Italy,2017-03-08,Metal,0,0
0eedc2a3-5f9d-47e9-9d16-034a0c136684,Spain,2017-03-28,Metal,0,0
7df79fe5-0da3-4ab1-a300-1df568f0930f,Italy,2017-03-22,Metal,0,0
c132168f-bcdf-4408-ae05-4da0d8017eaa,Spain,2017-03-08,Standard,0,1
f8e59927-8c6d-4615-bea4-cb8992ccc3cd,Italy,2017-03-11,Metal,0,0
9f3aa7c5-9be5-4c06-8f27-fc25bbada75a,Italy,2017-03-09,Metal,0,0
05dbd121-6a98-47fa-be4a-bc1cc1624ffa,Italy,2017-03-06,Standard,0,0
589f8438-5314-45b1-aae8-3d0d91dff811,Italy,2017-03-31,Metal,0,0
1b1f1f81-c744-46b2-b194-47969209b932,Spain,2017-03-05,Standard,0,0
56c7a991-6cf6-44df-9889-b25b967d4887,Italy,2017-03-19,Standard,0,0
bfe6c876-e478-45fd-a89c-9c10545a8eae,Italy,2017-03-10,Metal,0,0
12b7ca25-1179-4e00-bac1-c7a0ccc58cd3,Italy,2017-03-14,Standard,0,0
739e32d3-9219-409e-90f2-b507cae4f575,Spain,2017-03-20,Metal,0,0
fe465309-dcd8-41f2-b67f-71aad306468b,Italy,2017-03-24,Standard,0,0
8b528923-8419-418f-9adb-ea1c91750afe,Spain,2017-03-19,Metal,0,0
939eb47d-2ab8-4775-b7ac-c1cc1f074192,Spain,2017-03-16,Standard,0,0
782f23d2-6a49-4d68-9cd2-62ee75575a9f,Spain,2017-03-31,Metal,0,0
703131dc-dce9-4f8d-961b-b47df876f899,Italy,2017-03-18,Standard,0,0
13f1a3a0-1f9a-411e-8f86-f0cdf7af5551,Spain,2017-03-05,Standard,0,0
a09f0884-0f9e-422d-98d2-92ad21240262,Italy,2017-03-19,Metal,0,0
78ed70c5-c18a-4442-900c-e82882cb2701,Spain,2017-03-17,Metal,0,0
603aabf9-204e-4496-94af-16667589f17b,Spain,2017-03-22,Metal,0,0
2fb4f609-0f2f-4423-b6c2-a3f8a614d2fe,Italy,2017-03-22,Metal,0,0
fd6935c1-dc47-49a3-ad64-4625a4093d4f,Italy,2017-03-22,Metal,1,0
9c5f234d-fe6d-4d33-ad06-c89da040b189,Spain,2017-03-19,Standard,0,0
4e6c81bd-5e87-4f6e-af1d-17532adb5cb5,Spain,2017-03-13,Metal,0,0
886e0e9c-ee27-49d2-a4b6-d4a45c56c27b,Spain,2017-03-05,Standard,1,0
10fa9dd5-196b-4642-b52b-b8a0633cc4b1,Italy,2017-03-31,Metal,0,0
5fa2f6c4-76df-47f4-8645-934533302af7,Italy,2017-03-08,Metal,0,0
0e3a8a98-3471-4ffd-bbba-04ed0b912b7f,Italy,2017-03-13,Metal,0,1
321ae03a-74d2-4528-bf6f-7bf966da14f3,Italy,2017-03-27,Standard,0,0
fc8eed25-eab7-43b5-a869-e8e0faa7a5cb,Italy,2017-03-28,Standard,0,1
6e6eee02-8db8-4060-9949-dc9f84be8ff4,Spain,2017-03-07,Standard,0,0
ebdff384-4ad9-40c9-8992-b1179572d274,Spain,2017-03-18,Standard,0,0
defac19b-fcb3-47dd-be71-c37b8a680782,Italy,2017-03-24,Metal,0,0
1fa5894d-c9d9-4bf7-8c77-2cfbf8cc983f,Spain,2017-03-01,Metal,0,0
5197f873-df91-4d46-a288-220ce0c6800d,Italy,2017-03-08,Metal,0,0
70925656-5563-4719-bbad-add0f94572d8,Spain,2017-03-01,Metal,0,1
024dafb0-1a6a-444f-bc08-678427459b9b,Spain,2017-03-22,Standard,0,0
22d9ebed-c207-4c52-a9e3-575af596eb25,Spain,2017-03-07,Metal,0,0
f1ccfe1d-fefd-4756-b08d-c0026c9fc8e1,Spain,2017-03-20,Metal,0,0
b0f29f12-ff37-4139-82e5-e87f593b7637,Italy,2017-03-02,Standard,0,0
9a5abb05-f4be-45f7-8df6-62d9ea037a30,Italy,2017-03-18,Metal,0,0
55d76030-23ad-4506-a70f-c39a38727f42,Italy,2017-03-14,Standard,0,0
9dcc73ab-0a10-4400-8cd1-6e009fc8a66e,Italy,2017-03-19,Standard,0,0
1a0d3cab-1964-4452-83c9-8239a9de085d,Spain,2017-03-03,Metal,0,0
467a235b-2252-4905-941a-75455df30629,Italy,2017-03-27,Metal,0,0
7ee4a604-19bb-407a-abd2-4b81b0bf4bd0,Spain,2017-03-04,Metal,0,0
7e2483c4-d3bd-48e8-bc1b-29b6a5084d95,Italy,2017-03-22,Standard,1,0
cc1eaea1-402e-4ed6-b109-dce7ff2d3580,Spain,2017-03-11,Metal,0,0
8866a28a-f1f4-4e2c-95d9-7c1954e567bb,Spain,2017-03-08,Metal,1,0
3da24bbc-044f-4c26-82c7-6f65fa03e061,Spain,2017-03-08,Standard,0,0
7cde4dc8-e3e3-4ae4-87a8-582771ee8377,Spain,2017-03-13,Standard,0,0
2982c128-63ea-4857-8eb5-d87b745fea54,Italy,2017-03-08,Standard,0,0
075e3064-b41b-4509-9f99-15670e0a2f0e,Spain,2017-03-16,Metal,0,0
0041edbc-953c-450d-b9ee-63c6da93d00f,Italy,2017-03-27,Standard,0,0
c480a988-c988-4229-99f2-c33f5c091de8,Italy,2017-03-06,Metal,0,1
965ea82f-03a1-444f-bed2-d89e82e539dc,Spain,2017-03-23,Metal,0,0
8e209b0d-16e1-4719-920c-3f4f6746c6b0,Italy,2017-03-12,Standard,0,0
023815bd-a932-4f57-860b-70d04291b7e3,Spain,2017-03-05,Standard,0,1
c57a1e55-d8c9-4386-8fc2-159f15a4aad0,Spain,2017-03-09,Standard,0,0
e665b783-c015-4c55-8076-616562a3a563,Italy,2017-03-17,Metal,0,0
4e0dfd30-73f9-489d-b5e9-ae50b29e064b,Italy,2017-03-22,Standard,0,0
216bc5d0-62b9-4334-a534-b27d52fec809,Spain,2017-03-18,Metal,0,0
cbf10784-1d43-442c-a384-0e749fd5aa14,Italy,2017-03-08,Standard,0,0
bd68554b-40f8-4223-87be-719051b8ed12,Spain,2017-03-27,Metal,0,0
dd33cfa3-e14a-4e52-aa32-4cc7573f0879,Italy,2017-03-27,Standard,1,0
50c579b4-786c-41e5-bc5b-f338012b9237,Spain,2017-03-02,Metal,0,0
158b6b62-ac15-476f-8223-bfd77a84d582,Spain,2017-03-09,Metal,0,0
77697a31-b58a-482b-a903-3a67167ad8cd,Spain,2017-03-18,Metal,0,0
2173be5a-0071-481a-988c-1a56a1671393,Italy,2017-03-10,Metal,0,0
7b833a4e-50ac-40de-ac7b-549fc358e125,Italy,2017-03-14,Metal,0,0
6351fd17-0134-4985-94b8-9babff959587,Italy,2017-03-28,Standard,0,0
3f1f36f6-2634-4604-b1b3-21b51c38d3ad,Spain,2017-03-13,Metal,0,1
78787223-fe3a-4964-b655-74446538874b,Spain,2017-03-22,Standard,0,0
3b4d618e-9383-4361-8fac-01001390f2ff,Spain,2017-03-09,Metal,0,0
6958c05f-3c51-4d8e-969c-103c3cd75a9f,Italy,2017-03-22,Metal,0,0
ee34090e-ef45-4a4a-886d-00031763fc24,Spain,2017-03-04,Metal,0,0
a39e9be0-2cc9-4ff8-bd10-d8c687b8caef,Spain,2017-03-10,Metal,0,0
29174048-6501-472f-94d7-a60d625ce4ca,Spain,2017-03-21,Metal,0,1
12cd174c-4535-4a29-b41b-455073e9441b,Spain,2017-03-24,Standard,0,0
f33ecfae-6348-4124-8732-5e3f7660580d,Italy,2017-03-28,Standard,0,0
e26bc490-7fd8-4b73-8c3b-a05cee3daf65,Italy,2017-03-21,Metal,1,0
193cd89d-0d60-4cbc-9dc7-26ced269e521,Italy,2017-03-05,Standard,0,0
fbfd0960-d258-486b-b859-3de042280093,Italy,2017-03-12,Metal,0,0
8185abd9-6e5e-4be6-be6e-885b00196361,Spain,2017-03-05,Standard,0,0
7f570916-2973-4b36-92a2-dffbcbf4a72c,Italy,2017-03-31,Metal,0,1
9efe0a96-8721-43ab-a60b-aa772897ac31,Spain,2017-03-22,Standard,0,0
4a148911-8800-4a05-8ad8-d8720e941f67,Spain,2017-03-15,Standard,0,0
24e640b0-5c82-4380-9524-db6bd524dc5b,Spain,2017-03-17,Standard,0,0
c7a2309f-7437-41b3-ba16-61ab5e74a438,Spain,2017-03-03,Metal,0,0
ca6a31f1-6fb7-491e-96fa-35250569116d,Italy,2017-03-27,Metal,0,1
9f12af53-7d37-4638-a913-366e025bc77e,Spain,2017-03-17,Metal,0,0
a5f4d351-a327-4e89-9825-82c44c9f1bb2,Italy,2017-03-03,Standard,0,0
0656ea44-13ca-4897-97d7-e7282805860b,Spain,2017-03-02,Standard,0,0
f23e8a63-25a5-41ae-96c3-0c5604c763e9,Italy,2017-03-23,Standard,0,1
14b194ef-34f7-4214-97b5-3bf609b1eedb,Spain,2017-03-17,Standard,0,0
5c70ed29-7f88-4cf7-a8fc-205e02e11901,Italy,2017-03-12,Metal,0,0
363ca9eb-84c3-462c-8f37-be3e1b5e5f04,Italy,2017-03-24,Standard,0,1
1ac37fc7-4026-4cc3-8fb6-8c268a005abd,Spain,2017-03-05,Standard,0,0
181556e3-2990-4da9-b4e3-de3b27c19e6e,Italy,2017-03-26,Standard,0,1
8acb4a52-0550-463d-9102-2556e8bc8f8c,Spain,2017-03-19,Metal,0,0
10d550f1-317b-4048-bab1-4638968c65df,Italy,2017-03-08,Metal,0,1
76218874-1d83-4636-a728-035396cae52b,Italy,2017-03-28,Standard,0,0
380b84c7-f3cb-4d6f-bb86-0a25f4f59e2c,Italy,2017-03-02,Standard,0,0
c4b9cf95-90b3-4c83-a2cd-f455e32c391a,Italy,2017-03-14,Metal,0,0
d72809ae-c5fc-49c7-b49a-9fa03799d864,Spain,2017-03-16,Standard,1,0
82d698fc-a2cd-42a7-b0df-23947863d2aa,Spain,2017-03-25,Metal,0,1
d98726e6-46e4-4140-84cf-5d9559a5e9dc,Spain,2017-03-19,Standard,0,0
9e767f37-8698-411f-9b4e-f679f763eabb,Spain,2017-03-20,Metal,1,0
4dfa2bac-dda0-4bfb-8bdd-b44de1b6479b,Spain,2017-03-12,Standard,0,0
1af658bb-614e-46e0-afd7-25d29949be00,Spain,2017-03-20,Metal,0,0
0191896c-6b09-4982-b014-54fe4d7849da,Italy,2017-03-17,Standard,0,0
545b8248-98fd-43e2-91bb-4fc4dbbfd14d,Spain,2017-03-01,Standard,0,0
4fb4b04c-3c02-4017-baac-bf47bada80ce,Italy,2017-03-29,Metal,0,0
b7251461-f085-470e-b01b-658c0163a87e,Italy,2017-03-21,Standard,0,0
70800254-06d1-4045-ac78-5a769e5a62f1,Italy,2017-03-06,Standard,0,0
f0afc9fe-6dfa-432b-a442-c5949b7336db,Spain,2017-03-22,Metal,0,0
f042677a-e738-423a-ba79-028973d3839c,Spain,2017-03-13,Standard,0,1
a75e62a5-2240-4b2b-880c-9c143d83a4bf,Spain,2017-03-11,Standard,0,0
95cb0260-c498-465d-854c-35024320ac64,Italy,2017-03-03,Metal,0,0
7726d2bb-79d5-4faa-83d4-6a6269dc440d,Italy,2017-03-22,Metal,0,0
e1ecf88e-2ba0-4fa4-ab85-016e223e9b63,Spain,2017-03-19,Standard,0,0
7ad44e77-6d35-40c6-a78e-64209cd4218c,Italy,2017-03-16,Standard,0,0
dc54c6ad-f3b4-4829-8251-97f173deaa0e,Italy,2017-03-30,Metal,1,0
c673067c-3ecf-4870-9bee-db1e3a747057,Italy,2017-03-07,Metal,0,0
c7d521b2-f755-4eeb-9706-9a76e4b499da,Spain,2017-03-04,Standard,0,1
8b84d720-3a0c-45be-abe0-24c7d4dac06d,Italy,2017-03-12,Metal,1,0
4c5ecb8c-c3eb-4675-bd4d-1c2e2dc51685,Spain,2017-03-06,Metal,0,0
100c2dd5-4449-4186-bc25-81c58656f06c,Spain,2017-03-28,Standard,0,0
e6109a77-f386-4a4c-bb9d-7e01735e8947,Spain,2017-03-09,Standard,0,0
8881d27e-f9bb-479f-9680-f76e775ce976,Spain,2017-03-01,Metal,1,0
4a1cfa26-a4ce-4d79-bab1-ed0a14f749a0,Italy,2017-03-14,Metal,0,0
f12bab8c-2d03-48e9-9dad-df924cc3dad4,Spain,2017-03-29,Metal,0,0
e02919e0-0d83-4f8e-b536-6479aa769d6c,Italy,2017-03-22,Standard,0,0
377d4f87-8f30-426f-9363-ddab4652ea50,Italy,2017-03-25,Standard,0,0
16f843ad-381d-4b6e-8a8f-19017d76ec58,Spain,2017-03-22,Standard,0,0
07b534ab-db0a-4501-94e2-8e2ab934c3c7,Spain,2017-03-12,Standard,1,0
3adeae99-c92a-435f-b207-caf501c30dcb,Spain,2017-03-28,Standard,0,0
e1c5b037-44ea-4b96-8fa3-0c6df528f1bd,Spain,2017-03-03,Metal,0,0
9c85c415-274e-49fb-9dd8-5ef0a0029069,Italy,2017-03-09,Metal,0,0
46a09f4a-728d-4a61-95a4-987d517e7bb4,Italy,2017-03-28,Standard,0,0
875ba77d-e146-478a-ab74-7295c277b588,Spain,2017-03-14,Standard,0,0
83e18bf5-19c5-4ac1-aa1a-70abede74f7f,Spain,2017-03-18,Metal,1,0
65cdd9b5-f03e-4ca4-973d-377646cc7fd7,Italy,2017-03-14,Standard,0,0
3f7365c9-3384-4376-81ec-423f963971ed,Italy,2017-03-17,Metal,0,0
e1be2449-d3f5-4fe9-9e5d-43487d147730,Spain,2017-03-25,Standard,0,0
c6d8a07f-e269-43bb-8564-3d6e9a6332c6,Spain,2017-03-23,Standard,0,0
34a6eac2-0f96-4def-8a0f-fc0f4231a5c4,Italy,2017-03-05,Standard,0,1
1ee6dbd8-ce0c-4548-b081-f942b0ea7f08,Italy,2017-03-11,Standard,0,0
a9b5ac53-8993-42ee-bae5-01217e11a668,Italy,2017-03-25,Standard,0,0
01dd6552-eb6b-462e-9f67-cb5cffad9c4b,Italy,2017-03-02,Metal,0,0
1148b27c-682a-47a0-8e2f-a3e9ab0ce0f2,Italy,2017-03-11,Metal,0,0
bd629725-3ad4-451e-ae66-0169ff276c83,Italy,2017-03-07,Metal,0,1
0783881f-f6f6-4ee7-8248-3522da29b6b5,Italy,2017-03-27,Metal,0,0
e2185415-4a34-480b-8b2e-a09a1f3882cf,Italy,2017-03-01,Metal,0,0
2934e357-6ae3-4407-86af-b3c426e7bfbb,Spain,2017-03-08,Metal,0,0
cb243d17-d94c-455e-8c0b-ae3eb0da4a56,Italy,2017-03-06,Metal,0,0
7a30dc58-2c31-487f-a165-84600f31ef2b,Spain,2017-03-25,Metal,0,0
eb15303a-1006-465a-9467-11de1e2b33c0,Italy,2017-03-02,Metal,1,0
d5e71b96-32b2-4d4d-b8a9-fd175d745dfe,Spain,2017-03-08,Metal,0,0
6bc0c69b-1d72-413c-8efb-93320604ac40,Spain,2017-03-10,Metal,1,0
bddddcf2-4e3a-4965-82f6-bd951fbbfa2b,Spain,2017-03-16,Standard,0,1
1f15480a-86ec-41f9-ad06-2d300432611c,Spain,2017-03-22,Standard,0,0
ca80aac4-1708-4472-92de-af4b1941b92a,Spain,2017-03-12,Metal,0,0
1e9b55d3-547d-4f30-b321-ce352b6e5368,Italy,2017-03-06,Metal,0,0
7df34096-f300-4cc3-821b-321365b9d6d1,Spain,2017-03-04,Standard,1,0
5176c4d1-0f3d-4589-b24e-319f5c42e766,Spain,2017-03-21,Metal,0,1
c091ca3b-cdc9-45d5-97a4-ed8b76ca40e2,Spain,2017-03-14,Standard,0,0
a3b0e732-484c-4438-a1ae-5fd8dccd7c25,Spain,2017-03-23,Standard,0,1
914e62f3-414f-4cff-908f-982c1afd658f,Spain,2017-03-29,Metal,0,0
403258fb-98e7-45e5-800b-119fde94861c,Spain,2017-03-02,Metal,0,0
7360a205-fe38-4970-ad34-f1da5e224f60,Italy,2017-03-19,Standard,0,1
608db866-4973-428d-88c4-bb5750a6e2c0,Italy,2017-03-27,Standard,0,0
0976dc7f-111f-4b0f-973e-658304ca03ea,Spain,2017-03-30,Metal,0,0
fa98e2fb-9412-42de-941f-83fa9e57e360,Spain,2017-03-30,Metal,0,0
38dbe7f7-dd8e-4aef-b019-b711d5b5ee14,Italy,2017-03-16,Metal,0,0
9cd06f32-7735-44f9-ba14-cdafe377d29e,Italy,2017-03-30,Standard,1,0
0777af13-bf24-4f60-a7c4-dc54553432c8,Spain,2017-03-28,Metal,0,0
5c2c8980-b199-43fd-923f-30d93a556bc5,Italy,2017-03-09,Metal,0,0
a5806ec5-169c-4a4c-a33b-07a5eafc8a0e,Italy,2017-03-28,Metal,0,0
e67a64e9-abf2-4701-897d-796863f20245,Spain,2017-03-18,Metal,0,0
7abdc00b-fd3e-49ec-8345-a6b779a917ab,Italy,2017-03-10,Standard,0,0
cb9f6d56-0294-4f58-ad57-a8215234e9fb,Spain,2017-03-20,Standard,0,1
d87a5a5b-36e3-4480-a742-4356708bde45,Spain,2017-03-08,Standard,0,1
c2b060ff-e557-4e9b-ae9c-ece360af2beb,Italy,2017-03-04,Standard,0,0
f25feffe-3584-46de-ba49-d2ca8bee0087,Italy,2017-03-22,Standard,0,0
fcf96fcb-a1a4-4efe-8cde-9e635df58565,Italy,2017-03-13,Metal,1,0
bbb2853f-419d-4409-b08b-6015cdafedcb,Italy,2017-03-19,Standard,0,1
744c250e-a19f-4017-af67-cedd3be5aa62,Spain,2017-03-10,Metal,0,0
61541ec5-d291-485c-b731-e5732f9327c1,Spain,2017-03-18,Metal,0,0
91a1949f-f812-45ec-abb2-dd31069364e7,Spain,2017-03-21,Metal,0,0
1b9392a2-00c6-46bb-90d5-f51744440feb,Spain,2017-03-06,Metal,0,0
e6ea153a-50b3-4503-88f8-c7d8c36fc089,Italy,2017-03-02,Standard,0,0
9637575e-1fcc-4300-9259-ce894fd3772d,Italy,2017-03-15,Standard,0,1
50a7883d-23c1-4a1a-8e2a-84743d483914,Italy,2017-03-22,Standard,0,0
2bf19415-f1a1-40b7-ad85-0f6be4d6223d,Italy,2017-03-20,Metal,1,0
516c8b3d-1b48-4dd0-9c82-c8366e5fcd34,Italy,2017-03-03,Standard,0,0
8be8e9cf-85eb-4d74-8386-0a8264ef150b,Italy,2017-03-20,Standard,0,0
df4c78a6-6bdc-4a72-9cc7-e5b00087a869,Spain,2017-03-04,Standard,0,0
f4f07f2d-d849-4a1c-93a5-794c2a6cdf7a,Spain,2017-03-14,Standard,0,0
b01be7a5-6541-4e89-9cd3-a3c4a9a0fd81,Italy,2017-03-24,Metal,0,0
f9feb31c-6c9e-4f21-885a-31b7540f5b83,Italy,2017-03-07,Metal,0,1
bfac54fc-7b48-486c-a691-78a0060511a3,Spain,2017-03-17,Metal,0,0
fc4cf20a-63a4-4092-97f9-ef6f41665787,Spain,2017-03-24,Standard,0,0
943a586b-a48f-4c29-b143-76c5f5a15154,Spain,2017-03-23,Standard,0,0
3640cb1d-2785-4446-8526-46dbf90250ea,Italy,2017-03-14,Metal,0,0
d2e59b9a-2ba2-4446-8501-20097420b757,Italy,2017-03-31,Standard,0,0
c2d2d4f7-b3df-4d34-9b8a-5ccf79dc5ab3,Spain,2017-03-26,Standard,0,0
e16dbb9f-dc8f-45f1-aa62-b9274f0541cf,Italy,2017-03-13,Metal,0,0
80b9dfa7-9e0a-4f53-85ae-2a101923440e,Spain,2017-03-18,Standard,0,0
60fb967a-3a3e-454f-a0c8-3a8c69bb34f6,Spain,2017-03-08,Standard,0,1
049e78db-6bdd-44bf-abc5-ee876c17cc98,Spain,2017-03-05,Metal,0,0
52f3fb6d-5860-43d6-b254-ea7b0ba2b97f,Spain,2017-03-25,Standard,0,0
449d5aa4-bc82-4b20-ac5f-4119d4b488cc,Italy,2017-03-27,Metal,0,0
456d60c3-4623-4d1b-ad8d-6e5a4fd56fa5,Italy,2017-03-05,Metal,0,0
daf09042-ece3-48e7-9964-7523adfbbb91,Italy,2017-03-30,Metal,0,0
31a55ae1-6cf5-46e8-b8e7-c5c341a1f0cc,Spain,2017-03-27,Metal,0,0
f61cc1af-8dd2-415f-bb9a-fbdd0f44d449,Italy,2017-03-27,Standard,0,0
7f774d01-9498-4fc4-bf0d-5b7736c8d1d9,Spain,2017-03-01,Standard,1,0
029a4904-855d-4e7e-9435-242dbd3b4596,Italy,2017-03-10,Standard,0,1
715cc85e-8dda-4f7a-b3f4-53c9bd4ec467,Italy,2017-03-13,Metal,0,0
520e0f69-9883-4051-b8eb-17c2bac15b8a,Spain,2017-03-25,Standard,0,0
11dee851-9fef-4225-946e-6c83f3890496,Spain,2017-03-07,Metal,0,1
039eb6c3-1b5c-484c-8ec3-8a106c754752,Spain,2017-03-19,Standard,1,0
64487f10-4085-4068-aa5e-b0ddaf82a44a,Spain,2017-03-22,Metal,0,0
c21f73bf-ae10-433e-9b76-90510227b416,Spain,2017-03-05,Metal,0,0
2b9d004f-66d9-4660-b563-8eb50edacf21,Italy,2017-03-12,Standard,0,0
7632ac3d-70dd-403d-856d-8a999214dc1d,Italy,2017-03-30,Metal,0,0
a0621a6a-1b82-4371-81dc-b40d3f517fcf,Italy,2017-03-29,Standard,0,0
ed8a1ff6-58ad-44b4-a0c9-e7ba678a88e0,Spain,2017-03-28,Standard,0,1
82137928-cb7b-4ae1-a479-64c87735b2ce,Spain,2017-03-29,Metal,0,0
20765325-c4e3-422e-8244-0b4aeb46be44,Spain,2017-03-06,Standard,0,1
3370493d-923d-4510-8bde-27df3cfd378f,Italy,2017-03-12,Metal,0,0
8e364886-dbca-4985-91a9-b8618136c196,Italy,2017-03-12,Standard,0,0
cc5dc671-1d20-4e48-83e4-bae2a9230dac,Italy,2017-03-06,Metal,0,0
3b5a4803-0e67-4386-a60a-ce5804ec75a9,Spain,2017-03-23,Standard,0,0
3a97d4b3-e511-4af5-b361-d68953b18221,Spain,2017-03-15,Standard,0,0
3372b397-f98c-41b5-8fc0-17096f3a00bb,Spain,2017-03-16,Standard,0,0
c6c5016b-2099-41cf-84e4-fa8d92f483c1,Italy,2017-03-22,Metal,0,0
a0395d8c-42a8-455a-86b1-513883aaeb30,Spain,2017-03-28,Metal,0,0
a32c9522-8c34-4e22-8c06-13fb22c2c0f5,Spain,2017-03-04,Metal,0,0
e0dd6b74-305c-4c8f-b5ef-63949aa7bb7a,Spain,2017-03-10,Metal,0,0
662a3412-54e4-4441-a733-b0f91f80fc9d,Italy,2017-03-27,Metal,0,0
